Clause,Term,Opinion,Category,Category Score,Polarity,Polarity Score,Original Sentence
quick reservation,,,Service,0.6703432202339172,Negative,0.6818,"quick reservation, wonderful customer service, secure premises"
wonderful customer service,customer service,,Service,0.5609298348426819,Positive,0.9999,"quick reservation, wonderful customer service, secure premises"
secure premises,premises,,Amenity,0.599801778793335,Positive,0.9991,"quick reservation, wonderful customer service, secure premises"
clean rooms,room,clean,Amenity,0.6119241714477539,Positive,0.9995,"clean rooms, friendly staff, reliable Wi-Fi"
friendly staff,staff,friendly,Service,0.8464946746826172,Positive,0.9998,"clean rooms, friendly staff, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"clean rooms, friendly staff, reliable Wi-Fi"
excellent breakfast,breakfast,excellent,Facility,0.8169400095939636,Positive,0.9999,"excellent breakfast, secure environment, great guest management"
secure environment,environment,secure,Amenity,0.5670869946479797,Positive,0.9998,"excellent breakfast, secure environment, great guest management"
great guest management,,great,Amenity,0.5661202669143677,Positive,0.9999,"excellent breakfast, secure environment, great guest management"
spacious room,room,spacious,Amenity,0.8961523771286011,Positive,0.9998,"spacious room, helpful staff, reliable Wi-Fi"
helpful staff,staff,helpful,Service,0.6284433603286743,Positive,0.9998,"spacious room, helpful staff, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"spacious room, helpful staff, reliable Wi-Fi"
quick reservation,,,Service,0.6703432202339172,Negative,0.6818,"quick reservation, clean rooms, excellent location"
clean rooms,room,,Amenity,0.611929178237915,Positive,0.9995,"quick reservation, clean rooms, excellent location"
excellent location,location,,Amenity,0.920316755771637,Positive,0.9999,"quick reservation, clean rooms, excellent location"
clean rooms,room,clean,Amenity,0.611929178237915,Positive,0.9995,"clean rooms, helpful staff, secure premises"
helpful staff,staff,helpful,Service,0.6284410953521729,Positive,0.9998,"clean rooms, helpful staff, secure premises"
secure premises,premises,secure,Amenity,0.599801778793335,Positive,0.9991,"clean rooms, helpful staff, secure premises"
delicious breakfast,breakfast,delicious,Experience,0.8677362203598022,Positive,0.9999,"delicious breakfast, wonderful customer service, reliable Wi-Fi"
wonderful customer service,customer service,wonderful,Service,0.5609337091445923,Positive,0.9999,"delicious breakfast, wonderful customer service, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"delicious breakfast, wonderful customer service, reliable Wi-Fi"
friendly staff,staff,friendly,Service,0.8464952707290649,Positive,0.9998,"friendly staff, clean rooms, secure premises"
clean rooms,room,clean,Amenity,0.611929178237915,Positive,0.9995,"friendly staff, clean rooms, secure premises"
secure premises,premises,secure,Amenity,0.599801778793335,Positive,0.9991,"friendly staff, clean rooms, secure premises"
spacious room,room,spacious,Amenity,0.8961523771286011,Positive,0.9998,"spacious room, excellent location, reliable Wi-Fi"
excellent location,location,excellent,Amenity,0.9203174710273743,Positive,0.9999,"spacious room, excellent location, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"spacious room, excellent location, reliable Wi-Fi"
great reservation system,,great,Amenity,0.5751327872276306,Positive,0.998,"great reservation system, secure environment, excellent location"
secure environment,,,Amenity,0.5670869946479797,Positive,0.9998,"great reservation system, secure environment, excellent location"
excellent location,,excellent,Amenity,0.920316755771637,Positive,0.9999,"great reservation system, secure environment, excellent location"
clean rooms,room,clean,Amenity,0.6119241714477539,Positive,0.9995,"clean rooms, reliable Wi-Fi, excellent breakfast"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"clean rooms, reliable Wi-Fi, excellent breakfast"
excellent breakfast,breakfast,excellent,Facility,0.8169407844543457,Positive,0.9999,"clean rooms, reliable Wi-Fi, excellent breakfast"
excellent guest management,management,excellent,Service,0.6650803685188293,Positive,0.9999,"excellent guest management, delicious breakfast, safe premises"
delicious breakfast,breakfast,delicious,Experience,0.8677391409873962,Positive,0.9999,"excellent guest management, delicious breakfast, safe premises"
safe premises,premises,safe,Facility,0.5459865927696228,Positive,0.9991,"excellent guest management, delicious breakfast, safe premises"
spacious room,room,spacious,Amenity,0.896152138710022,Positive,0.9998,"spacious room, helpful staff, secure environment"
helpful staff,staff,helpful,Service,0.6284410953521729,Positive,0.9998,"spacious room, helpful staff, secure environment"
secure environment,environment,secure,Amenity,0.5670869946479797,Positive,0.9998,"spacious room, helpful staff, secure environment"
quick reservation,,,Service,0.6703432202339172,Negative,0.6818,"quick reservation, excellent breakfast, wonderful customer service"
excellent breakfast,breakfast,,Facility,0.8169400095939636,Positive,0.9999,"quick reservation, excellent breakfast, wonderful customer service"
wonderful customer service,customer service,,Service,0.5609298348426819,Positive,0.9999,"quick reservation, excellent breakfast, wonderful customer service"
great reservation system,,great,Amenity,0.5751158595085144,Positive,0.998,"great reservation system, friendly staff, reliable Wi-Fi"
friendly staff,staff,friendly,Service,0.8464946746826172,Positive,0.9998,"great reservation system, friendly staff, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"great reservation system, friendly staff, reliable Wi-Fi"
spacious room,room,spacious,Amenity,0.896152138710022,Positive,0.9998,"spacious room, secure environment, delicious breakfast"
secure environment,environment,secure,Amenity,0.5670869946479797,Positive,0.9998,"spacious room, secure environment, delicious breakfast"
delicious breakfast,breakfast,delicious,Experience,0.8677391409873962,Positive,0.9999,"spacious room, secure environment, delicious breakfast"
clean rooms,room,clean,Amenity,0.611929178237915,Positive,0.9995,"clean rooms, helpful staff, excellent breakfast"
helpful staff,staff,helpful,Service,0.6284410953521729,Positive,0.9998,"clean rooms, helpful staff, excellent breakfast"
excellent breakfast,breakfast,excellent,Facility,0.8169400095939636,Positive,0.9999,"clean rooms, helpful staff, excellent breakfast"
great reservation system,,great,Amenity,0.5751158595085144,Positive,0.998,"great reservation system, reliable Wi-Fi, secure premises"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"great reservation system, reliable Wi-Fi, secure premises"
secure premises,,secure,Amenity,0.5998019576072693,Positive,0.9991,"great reservation system, reliable Wi-Fi, secure premises"
spacious room,room,spacious,Amenity,0.896152138710022,Positive,0.9998,"spacious room, excellent breakfast, wonderful customer service"
excellent breakfast,breakfast,excellent,Facility,0.8169400095939636,Positive,0.9999,"spacious room, excellent breakfast, wonderful customer service"
wonderful customer service,service,wonderful,Service,0.5609298348426819,Positive,0.9999,"spacious room, excellent breakfast, wonderful customer service"
excellent location,location,excellent,Amenity,0.920316755771637,Positive,0.9999,"excellent location, secure environment, clean rooms"
secure environment,environment,secure,Amenity,0.5670869946479797,Positive,0.9998,"excellent location, secure environment, clean rooms"
clean rooms,room,clean,Amenity,0.611929178237915,Positive,0.9995,"excellent location, secure environment, clean rooms"
quick reservation,reservation,quick,Service,0.6703433394432068,Negative,0.6818,"quick reservation, delicious breakfast, reliable Wi-Fi"
delicious breakfast,breakfast,delicious,Experience,0.8677362203598022,Positive,0.9999,"quick reservation, delicious breakfast, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"quick reservation, delicious breakfast, reliable Wi-Fi"
modern gym,gym,"modern, comfortable",Amenity,0.7887440919876099,Positive,0.9991,"modern gym, comfortable beds, and quick room service"
comfortable beds,beds,comfortable,Facility,0.870212733745575,Positive,0.9998,"modern gym, comfortable beds, and quick room service"
and quick room service,room service,quick,Amenity,0.5745537877082825,Positive,0.9263,"modern gym, comfortable beds, and quick room service"
excellent pool area,pool,excellent,Amenity,0.9079554677009583,Positive,0.9998,"excellent pool area, diverse breakfast options, and friendly housekeeping staff"
diverse breakfast options,breakfast,diverse,Amenity,0.659772515296936,Positive,0.9974,"excellent pool area, diverse breakfast options, and friendly housekeeping staff"
and friendly housekeeping staff,staff,friendly,Amenity,0.5566945672035217,Positive,0.9999,"excellent pool area, diverse breakfast options, and friendly housekeeping staff"
well-equipped conference rooms,,,Facility,0.8114897608757019,Positive,0.9998,"well-equipped conference rooms, prompt front desk service, and spacious parking lot"
prompt front desk service,,prompt,Service,0.477309912443161,Positive,0.9836,"well-equipped conference rooms, prompt front desk service, and spacious parking lot"
spacious parking lot,,spacious,Facility,0.8459286093711853,Positive,0.9998,"well-equipped conference rooms, prompt front desk service, and spacious parking lot"
luxurious spa,spa,,Amenity,0.7910833954811096,Positive,0.9996,"luxurious spa, well-stocked minibar, and convenient shuttle service"
well-stocked minibar,minibar,well-stocked,Facility,0.859057605266571,Positive,0.9986,"luxurious spa, well-stocked minibar, and convenient shuttle service"
convenient shuttle service,shuttle service,convenient,Amenity,0.8334351181983948,Positive,0.9973,"luxurious spa, well-stocked minibar, and convenient shuttle service"
beautiful garden,garden,beautiful,Experience,0.903038501739502,Positive,0.9999,"beautiful garden, attentive concierge, and fast check-in process"
attentive concierge,concierge,attentive,Amenity,0.7166352868080139,Positive,0.9976,"beautiful garden, attentive concierge, and fast check-in process"
fast check-in process,check-in,fast,Branding,0.43271464109420776,Positive,0.9986,"beautiful garden, attentive concierge, and fast check-in process"
